Chrom	Start	End	Gene_Symbol	Tau	Expression	Visualization
1	29739066	29739127	MIR7447	low_expression	Show	Gbrowse
1	29739106	29739127	MIR7447	low_expression	Show	Gbrowse
1	29773408	29833531	PRICKLE1	0.35771	Show	Gbrowse
1	30042934	30129390	ADAMTS20	0.78596	Show	Gbrowse
1	30129218	30133509	LOC112533224	1.00000	Show	Gbrowse
1	30178852	30191169	PUS7L	0.35699	Show	Gbrowse
1	30191162	30204925	IRAK4	0.36809	Show	Gbrowse
1	30203889	30222348	TWF1	0.32948	Show	Gbrowse
1	30223377	30431485	TMEM117	0.70226	Show	Gbrowse
1	30437661	30447582	ARRDC5	0.98328	Show	Gbrowse
1	30463157	30606604	NELL2	0.50761	Show	Gbrowse
1	30651171	30655041	PRLL	0.80029	Show	Gbrowse
1	30657836	30682019	DBX2	0.84242	Show	Gbrowse
1	30710540	30720098	LOC107052695	0.95865	Show	Gbrowse
1	30720814	30791204	ANO6	0.60015	Show	Gbrowse
1	30804412	30826143	LOC112533246	0.96005	Show	Gbrowse
1	30826263	30871255	LOC101749362	0.54233	Show	Gbrowse
1	30872230	30978877	ARID2	0.29100	Show	Gbrowse
1	30927380	30930327	LOC107052702	0.79439	Show	Gbrowse
1	30985382	31026937	SCAF11	0.21962	Show	Gbrowse
1	31027116	31031746	LOC107052703	0.94297	Show	Gbrowse
1	31051966	31090655	SLC38A1	0.30164	Show	Gbrowse
1	31071070	31081528	LOC107052706	0.80489	Show	Gbrowse
1	31090800	31109197	LOC101749506	0.94325	Show	Gbrowse
1	31106674	31121733	SLC38A2	0.30179	Show	Gbrowse
1	31143727	31143886	LOC112531641	0.99526	Show	Gbrowse
1	31158316	31163795	LOC112533247	0.99850	Show	Gbrowse
1	31174895	31184423	LOC112533248	0.97045	Show	Gbrowse
1	31221754	31253966	SLC38A4	0.73329	Show	Gbrowse
1	31253725	31270626	LOC101749586	0.98482	Show	Gbrowse
1	31370359	31379889	AMIGO2	0.57668	Show	Gbrowse
1	31446499	31459934	LOC112533249	low_expression	Show	Gbrowse
1	31548261	31563213	RPAP3	0.22853	Show	Gbrowse
1	31563313	31576453	ATP23	0.31534	Show	Gbrowse
1	31839397	31886512	LRIG3	0.50300	Show	Gbrowse
1	31945135	31945262	LOC112531642	low_expression	Show	Gbrowse
1	32107621	32125851	LOC101749839	0.95487	Show	Gbrowse
1	32158281	32250088	SLC16A7	0.53909	Show	Gbrowse
1	32724391	32727006	LOC107052719	0.41214	Show	Gbrowse
1	32726924	32731659	LOC107052718	0.37984	Show	Gbrowse
1	32825201	33005487	FAM19A2	0.75003	Show	Gbrowse
1	33026379	33090152	USP15	0.30003	Show	Gbrowse
1	33104009	33104384	LOC101750768	0.62432	Show	Gbrowse
1	33104506	33176133	MON2	0.25252	Show	Gbrowse
1	33181717	33181737	MIRLET7I	low_expression	Show	Gbrowse
1	33181717	33181737	MIRLET7I	low_expression	Show	Gbrowse
1	33207641	33342147	PPM1H	0.62039	Show	Gbrowse
1	33419044	33421641	AVPR1A	0.91221	Show	Gbrowse
1	33515763	33527383	TMEM5	0.36648	Show	Gbrowse
1	33560317	33701007	SRGAP1	0.37271	Show	Gbrowse
1	33713955	33726655	C1H12ORF66	0.21480	Show	Gbrowse
1	33723878	33726658	RPL18A	0.17665	Show	Gbrowse
1	33724725	33724856	LOC112531625	low_expression	Show	Gbrowse
1	33726821	33752538	XPOT	0.17280	Show	Gbrowse
1	33752711	33785156	TBK1	0.31887	Show	Gbrowse
1	33784124	33887319	RASSF3	0.40711	Show	Gbrowse
1	33892987	33913536	GNS	0.37095	Show	Gbrowse
1	33914382	33964318	TBC1D30	0.47502	Show	Gbrowse
1	34002232	34044011	WIF1	0.61145	Show	Gbrowse
1	34057864	34106949	LEMD3	0.23933	Show	Gbrowse
1	34107157	34191038	MSRB3	0.44984	Show	Gbrowse
1	34323957	34428910	HMGA2	0.69228	Show	Gbrowse
1	34487015	34489687	LLPH	0.28497	Show	Gbrowse
1	34489858	34497727	TMBIM4	0.25112	Show	Gbrowse
1	34535761	34551314	HELB	0.34023	Show	Gbrowse
1	34551483	34857151	GRIP1	0.65252	Show	Gbrowse
1	34900578	34929812	CAND1	0.24394	Show	Gbrowse
1	35013367	35019236	LOC112531553	0.99460	Show	Gbrowse
1	35018899	35033353	DYRK2	0.23912	Show	Gbrowse
1	35112496	35123549	LOC107052884	low_expression	Show	Gbrowse
1	35173604	35177751	IFNG	0.90171	Show	Gbrowse
1	35221315	35225173	IL22	0.97493	Show	Gbrowse
1	35233247	35257618	MDM1	0.33724	Show	Gbrowse
1	35290957	35298830	LOC107052749	0.99034	Show	Gbrowse
1	35332501	35366129	RAP1B	0.29755	Show	Gbrowse
1	35362957	35393184	NUP107	0.24703	Show	Gbrowse
1	35393882	35399422	SLC35E3	0.27359	Show	Gbrowse
1	35408746	35412788	LOC101752108	0.76237	Show	Gbrowse
1	35415391	35431597	MDM2	0.30291	Show	Gbrowse
1	35432767	35464324	CPM	0.46063	Show	Gbrowse
1	35503167	35532485	CPSF6	0.21910	Show	Gbrowse
1	35530798	35546606	LOC107052751	0.58882	Show	Gbrowse
1	35542896	35546583	LYZ	0.74301	Show	Gbrowse
1	35546792	35549562	YEATS4	0.25101	Show	Gbrowse
1	35563610	35617989	FRS2	0.39833	Show	Gbrowse
1	35620962	35632922	CCT2	0.22001	Show	Gbrowse
1	35634112	35636010	LRRC10	0.97797	Show	Gbrowse
1	35639105	35647543	CTSEAL	0.94909	Show	Gbrowse
1	35651352	35672051	BEST3	0.86004	Show	Gbrowse
1	35682030	35711342	RAB3IP	0.36956	Show	Gbrowse
1	35713725	35758730	MYRFL	0.95594	Show	Gbrowse
1	35787030	35794400	LOC100858495	0.98786	Show	Gbrowse
1	35841859	35931516	CNOT2	0.18758	Show	Gbrowse
1	35937978	35948946	KCNMB4	0.71073	Show	Gbrowse
1	35958474	36039585	PTPRB	0.55261	Show	Gbrowse
1	36025148	36168886	PTPRR	0.78225	Show	Gbrowse
1	36068401	36089273	LOC112533274	0.95557	Show	Gbrowse
1	36249788	36266910	TSPAN8	0.75523	Show	Gbrowse
1	36344275	36351919	LOC101747919	0.94794	Show	Gbrowse
1	36352053	36439081	LGR5	0.59688	Show	Gbrowse
1	36454504	36492362	ZFC3H1	0.27367	Show	Gbrowse
1	36511783	36525754	TMEM19	0.30278	Show	Gbrowse
1	36551646	36570900	RAB21	0.37122	Show	Gbrowse
1	36575117	36602178	TBC1D15	0.23061	Show	Gbrowse
1	36613330	36727660	TPH2	0.89547	Show	Gbrowse
1	36731205	36958919	TRHDE	0.71000	Show	Gbrowse
1	37321211	37331260	LOC101748307	0.99521	Show	Gbrowse
1	37711495	37808713	KCNC2	0.71806	Show	Gbrowse
1	37818227	37854189	CAPS2	0.81830	Show	Gbrowse
1	37854558	37861875	CCDC107	0.46124	Show	Gbrowse
1	37882286	37889916	GLIPR1L	0.53750	Show	Gbrowse
1	37893891	37899370	KRR1	0.19367	Show	Gbrowse
1	37933480	37969782	LOC112533299	1.00000	Show	Gbrowse
1	38017047	38021395	PHLDA1	0.44503	Show	Gbrowse
1	38027571	38055883	NAP1L1	0.31343	Show	Gbrowse
1	38066046	38083164	LOC107052798	0.98850	Show	Gbrowse
1	38074171	38096334	LOC107052799	0.96114	Show	Gbrowse
1	38115003	38117194	BBS10	0.48228	Show	Gbrowse
1	38117295	38200139	OSBPL8	0.29206	Show	Gbrowse
1	38250594	38316501	ZDHHC17	0.33542	Show	Gbrowse
1	38319984	38327780	CSRP2	0.35659	Show	Gbrowse
1	38372676	38391456	E2F7	0.59921	Show	Gbrowse
1	38391940	38399103	LOC101749281	0.79353	Show	Gbrowse
1	38477996	39006643	NAV3	0.52637	Show	Gbrowse
1	38750349	38751153	LOC107052828	0.89502	Show	Gbrowse
1	39119077	39190606	LOC101749434	0.84047	Show	Gbrowse
1	39190931	39536618	SYT1	0.71649	Show	Gbrowse
1	39477301	39479640	LOC112533322	0.91774	Show	Gbrowse
1	39558808	39631936	PAWR	0.43711	Show	Gbrowse
1	39643443	39771697	PPP1R12A	0.29538	Show	Gbrowse
1	39816954	39832849	LOC101749704	0.92593	Show	Gbrowse
1	39832993	39835918	RPS16	0.15652	Show	Gbrowse
1	39843114	39936453	OTOGL	0.97370	Show	Gbrowse
1	39941476	39951021	LOC107052834	0.96883	Show	Gbrowse
1	39952835	39958967	LOC107052588	0.97991	Show	Gbrowse
1	39960864	40064069	PTPRQ	0.90623	Show	Gbrowse
1	40079800	40081925	MYF6	0.88466	Show	Gbrowse
1	40085112	40086326	MYF5	0.91193	Show	Gbrowse
1	40108429	40162371	LIN7A	0.69851	Show	Gbrowse
1	40199384	40277516	ACSS3	0.41453	Show	Gbrowse
1	40243876	40248861	LOC107052846	0.90060	Show	Gbrowse
1	40279159	40580717	PPFIA2	0.73966	Show	Gbrowse
1	40766555	40773010	CCDC59	0.50052	Show	Gbrowse
1	40772913	40828784	METTL25	0.43466	Show	Gbrowse
1	40794524	40813675	LOC112533324	0.81794	Show	Gbrowse
1	40832197	40840463	LOC112533325	0.79439	Show	Gbrowse
1	40892777	41134585	TMTC2	0.50528	Show	Gbrowse
1	41332595	41342471	LOC107052885	low_expression	Show	Gbrowse
1	41419733	41422478	LOC112533327	low_expression	Show	Gbrowse
1	41674174	41710399	SLC6A15	0.57553	Show	Gbrowse
1	41770651	41785481	TSPAN19	0.95576	Show	Gbrowse
1	41785730	41885679	LRRIQ1	0.86135	Show	Gbrowse
1	41848693	41856350	LOC112533329	0.94769	Show	Gbrowse
1	41898277	41919630	ALX1	0.81311	Show	Gbrowse
1	42160404	42190042	RASSF9	0.56956	Show	Gbrowse
1	42190225	42205100	LOC112533332	0.96123	Show	Gbrowse
1	42207151	42223589	NTS	0.74573	Show	Gbrowse
1	42250725	42261771	MGAT4C	0.92611	Show	Gbrowse
1	42705916	42815085	LOC107052879	0.78279	Show	Gbrowse
1	42814341	42829809	C1H12orf50	0.57358	Show	Gbrowse
1	42829905	42841711	C1H12orf29	0.34591	Show	Gbrowse
1	42836696	42887580	CEP290	0.47348	Show	Gbrowse
1	42898823	42946402	TMTC3	0.27430	Show	Gbrowse
1	43015486	43066975	KITLG	0.45929	Show	Gbrowse
1	43044623	43053629	LOC107052880	0.88016	Show	Gbrowse
1	43069955	43077724	LOC112533343	1.00000	Show	Gbrowse
1	43322565	43327276	DUSP6	0.36898	Show	Gbrowse
1	43327479	43354563	LOC101751742	0.65261	Show	Gbrowse
1	43360801	43404429	POC1B	0.36990	Show	Gbrowse
1	43399079	43404104	GALNT4	0.42166	Show	Gbrowse
1	43425751	43483118	ATP2B1	0.41676	Show	Gbrowse
1	43478469	43482311	LOC112533348	0.84453	Show	Gbrowse
1	43675283	43679418	LOC100858183	0.97570	Show	Gbrowse
1	43748177	43773044	LOC107053007	0.96482	Show	Gbrowse
1	43783951	43837129	LOC107053006	0.98571	Show	Gbrowse
1	43956043	43978617	EPYC	0.90682	Show	Gbrowse
1	43967257	44014063	LOC112533355	1.00000	Show	Gbrowse
1	43997022	44011257	KERA	0.86561	Show	Gbrowse
1	44018283	44030483	LUM	0.44473	Show	Gbrowse
1	44051182	44089820	DCN	0.31307	Show	Gbrowse
1	44249758	44264495	LOC112533359	1.00000	Show	Gbrowse
1	44272756	44302315	LOC101750244	0.98409	Show	Gbrowse
1	44292152	44306056	LOC107053003	0.99585	Show	Gbrowse
1	44351279	44405415	LOC112533362	0.90820	Show	Gbrowse
1	44429366	44431896	BTG1	0.38727	Show	Gbrowse
1	44432177	44435389	LOC101750282	0.95600	Show	Gbrowse
1	44565539	44569598	LOC112533369	low_expression	Show	Gbrowse
1	44616112	44619113	C12orf74	0.92652	Show	Gbrowse
1	44628739	44650844	PLEKHG7	0.89801	Show	Gbrowse
1	44649240	44725767	EEA1	0.32338	Show	Gbrowse
1	44734792	44737249	LOC112533370	0.95410	Show	Gbrowse
1	44737319	44838186	LOC101750670	0.94424	Show	Gbrowse
1	44847297	44871215	NUDT4	0.27706	Show	Gbrowse
1	44872361	44891392	UBE2N	0.26331	Show	Gbrowse
1	44901296	44908503	MRPL42	0.14493	Show	Gbrowse
1	44904155	44922163	LOC107052984	0.53498	Show	Gbrowse
1	44923675	44925349	SOCS2	0.49842	Show	Gbrowse
1	44932453	44935992	LOC107052933	0.87169	Show	Gbrowse
1	44934651	45010549	CRADD	0.37046	Show	Gbrowse
1	44956226	44966529	LOC112533381	0.83373	Show	Gbrowse
1	45062874	45067714	LOC112533382	1.00000	Show	Gbrowse
1	45069173	45078795	LOC112533384	1.00000	Show	Gbrowse
1	45087959	45088030	TRNAM-CAU	low_expression	Show	Gbrowse
1	45094846	45164370	PLXNC1	0.40877	Show	Gbrowse
1	45164324	45188580	CEP83	0.55539	Show	Gbrowse
1	45191562	45318003	TMCC3	0.58574	Show	Gbrowse
1	45273005	45274441	SNAPC3	0.42456	Show	Gbrowse
1	45339456	45346978	NDUFA12	0.25264	Show	Gbrowse
1	45354985	45399425	NR2C1	0.20678	Show	Gbrowse
1	45402083	45470024	FGD6	0.40503	Show	Gbrowse
1	45421582	45430700	LOC107052983	0.68731	Show	Gbrowse
1	45470185	45562431	VEZT	0.36822	Show	Gbrowse
1	45525021	45545607	LOC112533391	0.75461	Show	Gbrowse
1	45551542	45562479	LOC101751743	0.89310	Show	Gbrowse
1	45566403	45581188	METAP2	0.23434	Show	Gbrowse
1	45583800	45601142	USP44	0.30573	Show	Gbrowse
1	45628677	45665279	NTN4	0.63155	Show	Gbrowse
1	45696332	45697655	SNRPF	0.37944	Show	Gbrowse
1	45700153	45708439	AMDHD1	0.77905	Show	Gbrowse
1	45708699	45722994	HAL	0.88472	Show	Gbrowse
1	45725938	45740581	LTA4H	0.26909	Show	Gbrowse
1	45740842	45740913	TRNAD-GUC	low_expression	Show	Gbrowse
1	45763543	45770301	LOC107052954	0.98131	Show	Gbrowse
1	45775962	45781172	LOC769175	0.93892	Show	Gbrowse
1	45781411	45815589	ELK3	0.37372	Show	Gbrowse
1	45818676	45909523	CDK17	0.37546	Show	Gbrowse
1	45832925	45834861	LOC107052950	0.76475	Show	Gbrowse
1	45916534	45919150	LOC101747627	0.98246	Show	Gbrowse
1	45929170	46037247	CFAP54	0.86762	Show	Gbrowse
1	46042534	46066139	NEDD1	0.33983	Show	Gbrowse
1	46070902	46079566	LOC112533392	1.00000	Show	Gbrowse
1	46267751	46267773	MIR1691	low_expression	Show	Gbrowse
1	46267751	46267773	MIR1691	low_expression	Show	Gbrowse
1	46333921	46333943	MIR135A2	low_expression	Show	Gbrowse
1	46333921	46333943	MIR135A2	low_expression	Show	Gbrowse
1	46333921	46333980	MIR135A2	low_expression	Show	Gbrowse
1	46333959	46333980	MIR135A2	low_expression	Show	Gbrowse
1	46447087	46461784	LOC112533393	0.98356	Show	Gbrowse
1	46507964	46515182	LOC107053845	0.99740	Show	Gbrowse
1	46515961	46519333	LOC101747799	0.96899	Show	Gbrowse
1	46571719	46615325	LOC112533395	0.97746	Show	Gbrowse
1	46659503	46659574	TRNAD-GUC	low_expression	Show	Gbrowse
1	46659752	46659823	TRNAD-GUC	low_expression	Show	Gbrowse
1	46660206	46660277	TRNAW-CCA	low_expression	Show	Gbrowse
1	46668937	46691164	TMPO	0.30777	Show	Gbrowse
1	46695051	46705814	SLC25A3	0.19580	Show	Gbrowse
1	46701236	46701476	LOC112531638	0.67060	Show	Gbrowse
1	46708172	46717161	IKBIP	0.47471	Show	Gbrowse
1	46717305	46744994	APAF1	0.37203	Show	Gbrowse
1	46755682	47168232	ANKS1B	0.68370	Show	Gbrowse
1	47184016	47238308	UHRF1BP1L	0.27899	Show	Gbrowse
1	47242488	47251479	ACTR6	0.29322	Show	Gbrowse
1	47252652	47287637	SCYL2	0.29334	Show	Gbrowse
1	47292762	47320594	SLC17A8	0.92283	Show	Gbrowse
1	47342861	47375651	NR1H4	0.82589	Show	Gbrowse
1	47376059	47394614	GAS2L3	0.69297	Show	Gbrowse
1	47433228	47611336	ANO4	0.72792	Show	Gbrowse
1	47613472	47648348	SLC5A8	0.79877	Show	Gbrowse
1	47648304	47708169	UTP20	0.30162	Show	Gbrowse
1	47708240	47713703	ARL1	0.22718	Show	Gbrowse
1	47715105	47760658	NUP205	0.22565	Show	Gbrowse
1	47775897	47861441	CNOT4	0.42909	Show	Gbrowse
1	47804505	47808390	LOC107053816	0.76453	Show	Gbrowse
1	47846624	47852763	LOC107053813	0.86650	Show	Gbrowse
1	47861587	47886029	LOC417937	0.79835	Show	Gbrowse
1	47889127	47902219	STRA8	0.94104	Show	Gbrowse
1	47904971	47919973	WDR91	0.21834	Show	Gbrowse
1	47920991	47921661	C7orf49	0.35220	Show	Gbrowse
1	47922676	47927316	TMEM140	0.49734	Show	Gbrowse
1	47929926	47947169	AGBL3	0.93893	Show	Gbrowse
1	47967698	47976083	PDE6H	0.93816	Show	Gbrowse
1	47986222	47995411	ARHGDIB	0.30943	Show	Gbrowse
1	47995859	48013920	LOC107048995	1.00000	Show	Gbrowse
1	48028796	48034029	MGP	0.39955	Show	Gbrowse
1	48037629	48043551	OC3	0.65360	Show	Gbrowse
1	48045860	48050453	ART4	0.94899	Show	Gbrowse
1	48048857	48055702	LOC112533433	0.92316	Show	Gbrowse
1	48051075	48054373	SMCO3	0.96393	Show	Gbrowse
1	48056248	48065830	WBP11	0.23179	Show	Gbrowse
1	48065236	48067732	HIST1H2A3	0.79424	Show	Gbrowse
1	48069580	48070337	HISTH1	0.45364	Show	Gbrowse
1	48071383	48071763	HIST1H2B7	0.94921	Show	Gbrowse
1	48075051	48075604	HIST1H4D	0.60384	Show	Gbrowse
1	48076386	48076796	HIST1H3G	0.84932	Show	Gbrowse
1	48078713	48079148	HIST1H46L2	0.65152	Show	Gbrowse
1	48086441	48086884	HISTH2A4L1	0.68870	Show	Gbrowse
1	48087224	48087604	HIST1H2B8	0.69149	Show	Gbrowse
1	48088780	48089278	HIST2H3L	0.70644	Show	Gbrowse
1	48095136	48095447	HIST1H46	0.84628	Show	Gbrowse
1	48095567	48096207	HSTH2B7	0.68513	Show	Gbrowse
1	48096624	48096935	HIST2H4B	0.83189	Show	Gbrowse
1	48101375	48101764	H2AFJ	0.99451	Show	Gbrowse
1	48102058	48102802	HIST1H2BF	0.58213	Show	Gbrowse
1	48103557	48104467	HIST1H110	0.83062	Show	Gbrowse
1	48116064	48136426	HIST1H4B	0.52929	Show	Gbrowse
1	48117648	48118824	HIST2H3D	0.63564	Show	Gbrowse
1	48119130	48122047	HIST1H3A	0.64515	Show	Gbrowse
1	48123107	48123770	HIST1H4I	0.61542	Show	Gbrowse
1	48129573	48130279	HIST1H103	0.82571	Show	Gbrowse
1	48137298	48153909	HIST1H2A4	0.71917	Show	Gbrowse
1	48138490	48139452	HIST2H3	0.67592	Show	Gbrowse
1	48139558	48140678	HIST1H2A4L1	0.66727	Show	Gbrowse
1	48141535	48141927	HIST1H46L6	0.51719	Show	Gbrowse
1	48151569	48152228	HIST1H101	0.87155	Show	Gbrowse
1	48153914	48155073	HIST1H2B7L2	0.62981	Show	Gbrowse
1	48159401	48160866	HIST1H2A4L2	0.52259	Show	Gbrowse
1	48160179	48160698	HIST1H2BO	0.60181	Show	Gbrowse
1	48168293	48169062	HIST1H111L	0.66210	Show	Gbrowse
1	48169497	48170081	HIST1H2A4L3	0.68103	Show	Gbrowse
1	48170395	48170775	HIST1H2B5	0.83612	Show	Gbrowse
1	48172185	48173024	HIST1H3H	0.74704	Show	Gbrowse
1	48173022	48173607	LOC100857439	0.72288	Show	Gbrowse
1	48174829	48175517	HIST1H2B7L4	0.66428	Show	Gbrowse
1	48175636	48176188	HIST1H2A4L4	0.57402	Show	Gbrowse
1	48176543	48177285	HIST1H111R	0.57911	Show	Gbrowse
1	48189928	48194915	APOLD1	0.54632	Show	Gbrowse
1	48200510	48209395	DDX47	0.29447	Show	Gbrowse
1	48223902	48230214	GPRC5A	0.72584	Show	Gbrowse
1	48243499	48259557	HEBP1	0.31356	Show	Gbrowse
1	48265085	48286902	FAM234B	0.38885	Show	Gbrowse
1	48286837	48299555	GSG1	0.85389	Show	Gbrowse
1	48327380	48341583	EMP1	0.55379	Show	Gbrowse
1	48365856	48365876	MIR6581	low_expression	Show	Gbrowse
1	48365856	48365911	MIR6581	low_expression	Show	Gbrowse
1	48457440	48673018	GRIN2B	0.87578	Show	Gbrowse
1	48606958	48607517	LOC107053796	0.94991	Show	Gbrowse
1	48776907	48778315	LOC107053841	0.98175	Show	Gbrowse
1	48792292	48903334	ATF7IP	0.34274	Show	Gbrowse
1	48904685	48942465	PLBD1	0.50867	Show	Gbrowse
1	48944948	48990651	GUCY2C	0.89793	Show	Gbrowse
1	49002307	49048653	TTC26	0.40701	Show	Gbrowse
1	49060342	49117023	UBN2	0.37857	Show	Gbrowse
1	49117387	49117459	TRNAR-CCU	low_expression	Show	Gbrowse
1	49117910	49118381	FMC1	0.38918	Show	Gbrowse
1	49121234	49152602	LUC7L2	0.23059	Show	Gbrowse
1	49156263	49172976	GBE	0.74282	Show	Gbrowse
1	49173039	49181304	LOC417973	0.65441	Show	Gbrowse
1	49183032	49183180	LOC112531612	0.91941	Show	Gbrowse
1	49183466	49197408	POLDIP3	0.24981	Show	Gbrowse
1	49200811	49204428	RRP7A	0.37476	Show	Gbrowse
1	49205225	49213440	SERHL2	0.34358	Show	Gbrowse
1	49227518	49238718	SOCS1L	0.62215	Show	Gbrowse
1	49248294	49268747	NFAM1	0.60750	Show	Gbrowse
1	49276282	49391792	TCF20	0.22544	Show	Gbrowse
1	49276717	49276739	MIR1581	low_expression	Show	Gbrowse
1	49276717	49276739	MIR1581	low_expression	Show	Gbrowse
1	49408430	49417609	CYP2D6	0.44735	Show	Gbrowse
1	49418394	49419964	NDUFA6	0.20290	Show	Gbrowse
1	49420740	49422778	SMDT1	0.27750	Show	Gbrowse
1	49422881	49428092	FAM109B	0.37295	Show	Gbrowse
1	49428093	49432399	NAGA	0.32390	Show	Gbrowse
1	49432935	49440752	WBP2NL	0.20014	Show	Gbrowse
1	49441082	49455344	SEPT3	0.78861	Show	Gbrowse
1	49456524	49459816	LOC100859314	0.84567	Show	Gbrowse
1	49461989	49468898	CENPM	0.65797	Show	Gbrowse
1	49476009	49479967	TNFRSF13C	0.93598	Show	Gbrowse
1	49487083	49494074	SHISA8	0.72139	Show	Gbrowse
1	49493089	49511605	SREBF2	0.24807	Show	Gbrowse
1	49496339	49496358	MIR33A	low_expression	Show	Gbrowse
1	49496339	49496399	MIR33A	0.97068	Show	Gbrowse
1	49511855	49516275	CCDC134	0.24682	Show	Gbrowse
1	49519910	49553734	MEI1	0.83468	Show	Gbrowse
1	49554205	49555495	SNU13	0.21612	Show	Gbrowse
1	49558421	49571511	XRCC6	0.37653	Show	Gbrowse
1	49571843	49585200	DESI1	0.34552	Show	Gbrowse
1	49586497	49592152	PMM1	0.40348	Show	Gbrowse
1	49592787	49597289	CSDC2	0.77227	Show	Gbrowse
1	49601069	49607431	POLR3H	0.15949	Show	Gbrowse
1	49608449	49628876	ACO2	0.24736	Show	Gbrowse
1	49629138	49635168	PHF5A	0.22288	Show	Gbrowse
1	49634649	49639640	LOC112533440	0.70387	Show	Gbrowse
1	49639915	49646718	TOB2	0.25632	Show	Gbrowse
1	49651179	49655049	LOC107053744	0.77450	Show	Gbrowse
1	49651839	49658981	LOC101748546	0.39252	Show	Gbrowse
1	49664271	49678819	TEF	0.24879	Show	Gbrowse
1	49686053	49731499	ZC3H7B	0.24286	Show	Gbrowse
1	49734272	49753468	RANGAP1	0.30990	Show	Gbrowse
1	49752871	49758232	CHADL	0.54950	Show	Gbrowse
1	49759019	49773636	L3MBTL2	0.23270	Show	Gbrowse
1	49778616	49836401	EP300	0.26488	Show	Gbrowse
1	49825299	49836653	LOC107053731	0.83517	Show	Gbrowse
1	49860867	49871899	RBX1	0.24769	Show	Gbrowse
1	49871827	49890220	LOC101749129	0.64855	Show	Gbrowse
1	49890645	49890667	MIR1683	low_expression	Show	Gbrowse
1	49890645	49890667	MIR1683	low_expression	Show	Gbrowse
1	49892527	49906193	XPNPEP3	0.27170	Show	Gbrowse
1	49906150	49926208	ST13	0.21691	Show	Gbrowse
1	49931478	49945613	SLC25A17	0.39873	Show	Gbrowse
1	49947436	49949253	LOC101749282	0.97353	Show	Gbrowse
1	49964174	50062126	MKL1	0.38367	Show	Gbrowse
1	50062790	50089285	SGSM3	0.32205	Show	Gbrowse
1	50091086	50106678	ADSL	0.36480	Show	Gbrowse
1	50107385	50247891	TNRC6B	0.32615	Show	Gbrowse
1	50249908	50260940	LOC107053703	0.78379	Show	Gbrowse
1	50258017	50279008	FAM83F	0.68791	Show	Gbrowse
1	50275546	50291219	LOC112533453	0.98602	Show	Gbrowse
1	50299443	50339298	GRAP2	0.68105	Show	Gbrowse
1	50341698	50359263	LOC107053692	0.91625	Show	Gbrowse
1	50410283	50568477	CACNA1I	0.85439	Show	Gbrowse
1	50484709	50491766	LOC107053688	0.95841	Show	Gbrowse
1	50591189	50593314	RPS19BP1	0.25593	Show	Gbrowse
1	50591496	50595772	LOC107053687	0.83927	Show	Gbrowse
1	50599342	50602277	ATF4	0.14387	Show	Gbrowse
1	50602782	50612437	LOC107053686	0.92452	Show	Gbrowse
1	50610937	50621079	MIEF1	0.31201	Show	Gbrowse
1	50628568	50653184	MGAT3	0.32559	Show	Gbrowse
1	50660192	50668667	TAB1	0.19164	Show	Gbrowse
1	50674047	50687764	SYNGR1	0.34425	Show	Gbrowse
1	50691590	50697390	RPL3	0.14359	Show	Gbrowse
1	50695234	50695254	SNORD83A	0.69160	Show	Gbrowse
1	50695234	50695254	SNORD83A	low_expression	Show	Gbrowse
1	50720076	50737739	PDGFB	0.58177	Show	Gbrowse
1	50752432	50768652	CBX7	0.37145	Show	Gbrowse
1	50770122	50781202	CBX6	0.47384	Show	Gbrowse
1	50780559	50791926	NPTXR	0.60341	Show	Gbrowse
1	50795057	50799333	DNAL4	0.28433	Show	Gbrowse
1	50799198	50801311	LOC112533465	0.90404	Show	Gbrowse
1	50801469	50807668	FAM20CL	0.92034	Show	Gbrowse
1	50808312	50816242	SUN2	0.27547	Show	Gbrowse
1	50816873	50834079	GTPBP1	0.19894	Show	Gbrowse
1	50831847	50833858	LOC112533464	0.85523	Show	Gbrowse
1	50834570	50844965	JOSD1	0.38618	Show	Gbrowse
1	50847151	50849565	CBY1	0.30139	Show	Gbrowse
1	50860962	50876561	DMC1	0.78713	Show	Gbrowse
1	50877342	50897171	DDX17	0.19658	Show	Gbrowse
1	50897173	50902281	KDELR3	0.49444	Show	Gbrowse
1	50904783	50917222	KCNJ4	0.86789	Show	Gbrowse
1	50908452	50911119	LOC101747255	0.96097	Show	Gbrowse
1	50927995	50948452	CSNK1E	0.30753	Show	Gbrowse
1	50950290	50975893	TMEM184B	0.38105	Show	Gbrowse
1	50976154	50979173	MAFF	0.32907	Show	Gbrowse
1	50979505	50998680	PLA2G6	0.31190	Show	Gbrowse
1	50999536	51007565	BAIAP2L2	0.74142	Show	Gbrowse
1	51008968	51016634	SLC16A8	0.95083	Show	Gbrowse
1	51019124	51030492	PICK1	0.32120	Show	Gbrowse
1	51030630	51031299	LOC101751556	0.98643	Show	Gbrowse
1	51048240	51053581	LOC107053682	0.87048	Show	Gbrowse
1	51055238	51064412	SOX10	0.62771	Show	Gbrowse
1	51067329	51070898	POLR2F	0.21472	Show	Gbrowse
1	51070946	51074693	C1H22orf23	0.71014	Show	Gbrowse
1	51075313	51093487	MICALL1	0.40000	Show	Gbrowse
1	51097089	51106702	EIF3L	0.12576	Show	Gbrowse
1	51106966	51112471	ANKRD54	0.22423	Show	Gbrowse
